title,Series Title,Runtime,Genre,Rating,Cast,Synopsis
Deadline,(2022– ),44 min,Thriller,4.7,"James D'Arcy, Charlie Murphy, Indra Ové, Anamaria Marinca","When Natalie Varga is accused of murdering her husband, journalist James Alden finds himself captivated by the case and ends up falling in love with the very femme fatale."
The Hardy Boys,(2020–2023),45 min,"Adventure, Drama, Family",7,"Alexander Elliot, Rohan Campbell, Keana Lyn Bastidas, Adam Swain","When the Hardy boys, Frank and Joe and their father, Fenton arrive in Bridgeport they set out to uncover the truth behind the recent tragedy that has changed their lives, and in doing so, uncover something much more sinister."
Archive 81,-2022,60 min,"Drama, Horror, Mystery",7.3,"Mamoudou Athie, Dina Shihabi, Evan Jonigkeit, Julia Chan",An archivist hired to restore a collection of tapes finds himself reconstructing the work of a filmmaker and her investigation into a dangerous cult.
Wentworth,(2013–2021),45 min,"Crime, Drama, Thriller",8.6,"Kate Atkinson, Katrina Milosevic, Robbie Magasiva, Jacquie Brennan",The confronting look into the lives of the inmates and prison staff of Wentworth Correctional Centre as they navigate the ups and downs of their lives in the prison system.
Tacoma FD,(2019– ),30 min,Comedy,8.1,"Kevin Heffernan, Steve Lemme, Eugene Cordero, Marcus Henderson",Comedic look at firefighters battling their own boredom.
Star Trek: Lower Decks,(2020– ),25 min,"Animation, Action, Adventure",7.5,"Tawny Newsome, Jack Quaid, Noël Wells, Eugene Cordero","The support crew serving on one of Starfleet's least important ships, the U.S.S. Cerritos, have to keep up with their duties, often while the ship is being rocked by a multitude of sci-fi anomalies."
Magpie Murders,(2022– ),45 min,"Drama, Mystery",7.5,"Conleth Hill, Lesley Manville, Tim McMullan, Ian Lloyd Anderson",Editor Susan Ryeland gets drawn into a web of intrigue and murder when she receives Alan Conway's unfinished manuscript of an Atticus Pünd mystery.
L'amica geniale,(2018– ),60 min,Drama,8.6,"Alba Rohrwacher, Margherita Mazzucco, Gaia Girace, Annarita Vitolo",A woman recounts the lifelong friendship and conflicts with a girl she met at primary school in Naples during the early 1950s.
The Mighty Ducks: Game Changers,(2021– ),40 min,"Comedy, Drama, Sport",7.4,"Lauren Graham, Brady Noon, Maxwell Simkins, Swayam Bhatia","After failing to make the cut to join the now powerhouse Mighty Ducks junior hockey team, 12-year-old Evan's mother encourages him to form a new team of underdogs with help from Gordon Bombay, the Ducks' original coach."
Leave It to Beaver,(1957–1963),30 min,"Comedy, Family",7.6,"Jerry Mathers, Hugh Beaumont, Barbara Billingsley, Tony Dow","The misadventures of a suburban boy, family and friends."
Masters of Sex,(2013–2016),60 min,"Drama, Romance",7.9,"Michael Sheen, Lizzy Caplan, Caitlin FitzGerald, Teddy Sears",Drama about the pioneers of the science of human sexuality whose research touched off the sexual revolution.
Tehran,(2020– ),45 min,"Action, Crime, Drama",7.6,"Niv Sultan, Shaun Toub, Shervin Alenabi, Shila Ommi",A Mossad agent embarks on her first mission as a computer hacker in her home town of Tehran.
Sa-rang-eui bul-shi-chak,(2019–2020),70 min,"Adventure, Comedy, Romance",8.7,"Hyun Bin, Son Ye-jin, Seo Ji-hye, Kim Jung-hyun",The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love with her and who is hiding and protecting her.
"Dr. Quinn, Medicine Woman",(1993–1998),60 min,"Drama, Family, Western",6.8,"Jane Seymour, Joe Lando, Shawn Toovey, Chad Allen",The trials and adventures of a female doctor in a small Wild West town.
City on a Hill,(2019–2022),60 min,"Crime, Drama, Thriller",7.6,"Kevin Bacon, Aldis Hodge, Lauren E. Banks, Jill Hennessy","In early 1990s Boston, ADA, Decourcy Ward, forms an unlikely alliance with a corrupt venerated FBI veteran, Jackie Rohr. Together, they take on a case that changes the city's entire criminal justice system."
Younger,(2015–2021),22 min,"Comedy, Romance",7.8,"Sutton Foster, Hilary Duff, Debi Mazar, Nico Tortorella","After being mistaken for younger than she really is, a single mother decides to take the chance to reboot her career and her love life as a 26-year old."
"Magnum, P.I.",(1980–1988),48 min,"Action, Adventure, Crime",7.5,"Tom Selleck, John Hillerman, Roger E. Mosley, Larry Manetti",The adventures of a Hawaii based private investigator.
A Court of Thorns and Roses,,****,Fantasy,****,,A huntress agrees to travel to a magical realm with a faerie lord in return for her family's safety.
Loot,(2022– ),25 min,Comedy,6.7,"Maya Rudolph, Michaela Jaé (MJ) Rodriguez, Joel Kim Booster, Ron Funches","After divorcing her husband of 20 years, Molly Novak must figure out what to do with her $87 billion settlement. She decides to reengage with her charitable foundation and reconnect with the real world--and finds herself along the way."
The Deuce,(2017–2019),60 min,Drama,8.1,"James Franco, Maggie Gyllenhaal, Lawrence Gilliard Jr., Margarita Levieva",A look at life in New York City during the 1970s and '80s when porn and prostitution were rampant in Manhattan.
The Boondocks,(2005–2014),22 min,"Animation, Action, Comedy",8.5,"Regina King, John Witherspoon, Gary Anthony Williams, Cedric Yarbrough","Adventures of two boys, Riley and Huey Freeman, who undergo a culture clash when they move from Chicago to the suburbs to live with their grandfather."
Kaubôi bibappu,(1998–1999),24 min,"Animation, Action, Adventure",8.9,"Kôichi Yamadera, Unshô Ishizuka, Megumi Hayashibara, Steve Blum",The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.
Bewitched,(1964–1972),25 min,"Comedy, Family, Fantasy",7.6,"Elizabeth Montgomery, Dick York, Dick Sargent, Agnes Moorehead",A witch married to an ordinary man cannot resist using her magic powers to solve the problems her family faces.
General Hospital,(1963– ),60 min,"Crime, Drama, Romance",6.5,"Maurice Benard, Laura Wright, Steve Burton, Kelly Monaco","Families, friends, enemies, and lovers experience life-changing events in the large upstate city of Port Charles, New York, which has a busy hospital, upscale hotel, cozy diner, and dangerous waterfront frequented by the criminal underworld."
Peep Show,(2003–2015),25 min,Comedy,8.7,"David Mitchell, Robert Webb, Matt King, Olivia Colman",Mark and Jez are a couple of twenty-something roommates who have nothing in common - except for the fact that their lives are anything but normal. Mayhem ensues as the pair strive to cope with day-to-day life.
Fresh Off the Boat,(2015–2020),22 min,Comedy,7.8,"Randall Park, Constance Wu, Hudson Yang, Forrest Wheeler",A Taiwanese family makes their way in America during the 1990s.
90210,(2008–2013),60 min,"Comedy, Drama, Romance",6.2,"Shenae Grimes-Beech, Tristan Mack Wilds, AnnaLynne McCord, Jessica Stroup","A Kansas family relocates to Beverly Hills, where their two children adapt to the infamous social drama of West Beverly Hills High."
MacGyver,(1985–1992),48 min,"Action, Adventure, Crime",7.7,"Richard Dean Anderson, Dana Elcar, Bruce McGill, Robin Mossley",The adventures of a secret Agent armed with almost infinite scientific resourcefulness.
Days of Our Lives,(1965– ),60 min,"Drama, Romance",5.2,"Deidre Hall, Kristian Alfonso, Drake Hogestyn, Alison Sweeney","A chronicle of the lives, loves, trials and tribulations of the citizens of the fictional city of Salem."
Timeless,(2016–2018),60 min,"Action, Adventure, Drama",7.6,"Abigail Spencer, Matt Lanter, Malcolm Barrett, Paterson Joseph",An unlikely trio travel through time in order to battle unknown criminals and protect history as we know it.
Agatha Raisin,(2014– ),60 min,"Comedy, Crime, Drama",7.2,"Ashley Jensen, Matt McCooey, Lucy Liemann, Mathew Horne",The Cotswolds-based PR guru turned amateur sleuth returns for a series of comedic murder-mysteries based on the books by M.C. Beaton.
Karppi,(2018–2021),45 min,"Crime, Drama, Mystery",7.3,"Pihla Viitala, Lauri Tilkanen, Mimosa Willamo, Noa Tola","When Sofia Karppi discovers the body of a young woman on a construction site, she triggers a chain of events that threatens to destroy her life--again."
Reign,(2013–2017),42 min,Drama,7.4,"Adelaide Kane, Megan Follows, Celina Sinden, Torrance Coombs","Mary, Queen of Scots, faces political and sexual intrigue in the treacherous world of the French court."
Benidorm,(2007–2018),30 min,Comedy,7.5,"Jake Canuso, Janine Duvitski, Tony Maudsley, Elsie Kelly",British comedy series following holidaymakers at the Solana Resort in Benidorm. Hilarity ensues as guests try to get value for their Euros.
Wagon Train,(1957–1965),75 min,Western,7.5,"Frank McGrath, Terry Wilson, Robert Horton, John McIntire","Stories of the journeys of a wagon train as it leaves post-Civil War Missouri on its way to California through the plains, deserts, and Rocky Mountains."
The Odd Couple,(1970–1975),30 min,Comedy,7.9,"Tony Randall, Jack Klugman, Al Molinaro, Penny Marshall","Two men, a neat freak and a slob separated from their wives, have to live together despite their differences."
Brothers & Sisters,(2006–2011),60 min,Drama,7.4,"Dave Annable, Calista Flockhart, Rachel Griffiths, Ron Rifkin",The story of the drama surrounding a family's adult siblings.
Farscape,(1999–2003),50 min,"Action, Adventure, Drama",8.3,"Ben Browder, Claudia Black, Anthony Simcoe, Lani John Tupu","Thrown into a distant part of the universe, an Earth astronaut finds himself part of a fugitive alien starship crew."
The Last Man on Earth,(2015–2018),22 min,"Action, Comedy, Drama",7.3,"Will Forte, January Jones, Cleopatra Coleman, Kristen Schaal","Almost two years after a virus wiped out most of the human race, Phil Miller only wishes for some company, but soon gets more than he bargained for when that company shows up in the form of other survivors."
Single's Inferno,(2021– ),****,Reality-TV,7.1,"Lee Da-hee, Jin Kyeong Hong, Jung Han-hae, Jia Song",Single's Inferno is about nine people who co-live on an island and try to find the love of their life.
Coronation Street,(1960– ),30 min,"Drama, Romance",5.6,"William Roache, Helen Worth, Barbara Knox, Sally Dynevor","The world's longest-running television soap, Coronation Street focuses on the everyday lives of working-class people in Manchester, England."
The Borgias,(2011–2013),50 min,"Crime, Drama, History",7.9,"Jeremy Irons, François Arnaud, Holliday Grainger, Peter Sullivan","In the fifteenth century, Pope Alexander VI tries to control all power in Italy with the help of his several sons, through murder, intrigue, war, and marriage alliances."
Minx,(2022– ),30 min,Comedy,7.6,"Ophelia Lovibond, Michael Angarano, Jessica Lowe, Oscar Montoya","In 1970s Los Angeles, an earnest young feminist joins forces with a low-rent publisher to create the first erotic magazine for women."
Matlock,(1986–1995),60 min,"Crime, Drama, Mystery",7,"Andy Griffith, Linda Purl, Kene Holiday, Nancy Stafford","Ben Matlock is a very expensive criminal defense attorney, who charges one hundred thousand dollars to take a case. Fortunately, he's worth every penny, as he and his associates defend his clients by finding the real killer."
The Traitors,(I) (2022– ),****,Reality-TV,7.1,"Rodger Corser, Marielle Intveld, Michael Kuzilny, Alexandra Duggan","Deception, lies and betrayal are the name of the game as four Traitors infiltrate a group of 24 players and use their skills to eradicate 'loyal' contestants trying to win $250,000 in silver bars."
Borgen,(2010–2022),58 min,Drama,8.5,"Sidse Babett Knudsen, Birgitte Hjort Sørensen, Søren Malling, Lisbeth Wulff","A political drama about a prime minister's rise to power, and how power changes a prime minister."
The Game,(2021– ),30 min,"Comedy, Drama, Romance",6.4,"Analisa Velez, Wendy Raquel Robinson, Adriyan Rae, Vaughn W. Hebron","New players offer a modern-day examination of Black culture through the prism of pro football, while trying to keep their souls as they play The Game."
Upright,(2019– ),30 min,"Comedy, Drama",8.4,"Tim Minchin, Milly Alcock, Ella Scott Lynch, Heather Mitchell","Two misfits, thrown together by chance in the middle of the Australian desert, forge bonds in a quest to transport a precious piano from one side of the country to the other."
Major Crimes,(2012–2018),43 min,"Action, Crime, Drama",7.7,"Mary McDonnell, G.W. Bailey, Tony Denison, Michael Paul Chan","The Closer (2005) spin-off series, which follows Captain Raydor of the Los Angeles Police Department."
The Wonder Years,(1988–1993),22 min,"Comedy, Drama, Family",8.4,"Fred Savage, Dan Lauria, Alley Mills, Jason Hervey",Kevin Arnold recalls growing up during the late 60s and early 70s; the turbulent social times make the transition from child to adult unusually interesting.
Taxi,(1978–1983),30 min,Comedy,7.7,"Judd Hirsch, Jeff Conaway, Danny DeVito, Marilu Henner",The staff of a New York City taxicab company go about their job while they dream of greater things.
JAG,(1995–2005),60 min,"Action, Crime, Drama",6.6,"David James Elliott, Catherine Bell, Patrick Labyorteaux, John M. Jackson","The cases of Harmon Rabb, former Navy fighter pilot, and his fellow lawyers of the U.S. Navy's Judge Advocate General's office."
In the Heat of the Night,(1988–1995),60 min,"Crime, Drama, Mystery",7.5,"Carroll O'Connor, Alan Autry, David Hart, Hugh O'Connor","The cases and adventures of the police forces in and around Sparta, Mississippi."
Girl Meets World,(2014–2017),23 min,"Comedy, Drama, Family",7.1,"Rowan Blanchard, Sabrina Carpenter, Ben Savage, Danielle Fishel","More than a decade after Boy Meets World (1993), Cory and Topanga Matthews are married and have two children. Their daughter, Riley, faces life lessons through her family, friends, and school--where her father is her history teacher--as her parents did when they were younger."
High School DxD,(2012–2018),23 min,"Animation, Action, Comedy",7.6,"Yûki Kaji, Yôko Hikasa, Shizuka Itô, Azumi Asakura","After being killed on his first date, idiotic and perverted Issei Hyodo is resurrected as a demon by Rias Gremory only to be recruited into her club of high-class devils."
Avatar: The Last Airbender,,****,"Action, Adventure, Comedy",****,"Tamlyn Tomita, Daniel Dae Kim, Ken Leung, Paul Sun-Hyung Lee","Live-action adaptation of the animated series centering on the adventures of Aang and his friends, who fight to save the world by defeating the Fire-Nation."
Julia,(2022– ),45 min,"Biography, Drama",8.3,"Sarah Lancashire, Howie Breslau, David Hyde Pierce, Bebe Neuwirth","Inspired by Julia Child's extraordinary life and her show The French Chef, which essentially invented food television."
Hudson & Rex,(2019– ),45 min,"Crime, Drama, Mystery",7.2,"John Reardon, Mayko Nguyen, Justin Kelly, Kevin Hanchard","Detective Charlie Hudson teams up with what he calls his ""highly trained law enforcement animal"" German Shepherd dog named Rex who he prefers to team up with because he doesn't talk his ear off."
Dark Winds,(2022– ),49 min,"Crime, Drama, Thriller",7.6,"Zahn McClarnon, Kiowa Gordon, Jessica Matten, Elva Guerra","Follows Leaphorn and Chee, two Navajo police officers in the 1970s Southwest that are forced to challenge their own spiritual beliefs when they search for clues in a double murder case."
Survivor,(2000– ),60 min,"Adventure, Game-Show, Reality-TV",7.5,"Jeff Probst, Lillian Morris, Jon Dalton, Rob Mariano",A reality show where a group of contestants are stranded in a remote location with little more than the clothes on their back. The lone survivor of this contest takes home a million dollars.
The Librarians,(2014–2018),42 min,"Action, Adventure, Comedy",7.2,"Rebecca Romijn, Christian Kane, Lindy Booth, John Harlan Kim","A group of librarians set off on adventures in an effort to save mysterious, ancient artifacts."
The Great North,(2021– ),21 min,"Animation, Comedy",6.7,"Nick Offerman, Jenny Slate, Will Forte, Dulcé Sloan",The adventures of a single dad and his weird Alaskan family.
Glitch,(2015–2019),45 min,"Drama, Horror, Sci-Fi",7.2,"Patrick Brammall, Emma Booth, Sean Keenan, Hannah Monson",Six people return from the dead with no memory and attempt to unveil what brought them to the grave in the first place.
Bonanza,(1959–1973),49 min,Western,7.3,"Lorne Greene, Michael Landon, Dan Blocker, Pernell Roberts",The Wild West adventures of Ben Cartwright and his sons as they run and defend their Nevada ranch while helping the surrounding community.
Victorious,(2010–2013),30 min,"Comedy, Drama, Family",7,"Victoria Justice, Leon Thomas III, Matt Bennett, Elizabeth Gillies",Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.
Cowboy Bebop,-2021,58 min,"Action, Adventure, Comedy",6.7,"John Cho, Mustafa Shakir, Daniella Pineda, Elena Satine",A ragtag crew of bounty hunters chases down the galaxy's most dangerous criminals. They'll save the world--for the right price.
Hawaii Five-O,(1968–1980),60 min,"Crime, Drama, Mystery",7.4,"Jack Lord, James MacArthur, Kam Fong, Herman Wedemeyer","The investigations of Hawaii Five-0, an elite branch of the Hawaii State Police answerable only to the governor and headed by stalwart Steve McGarrett."
Into the Badlands,(2015–2019),42 min,"Action, Adventure, Drama",7.9,"Daniel Wu, Orla Brady, Emily Beecham, Aramis Knight",A mighty warrior and a young boy with supernatural powers search for enlightenment in a ruthless post-apocalyptic America controlled by feudal barons.
Welcome to Flatch,(2022– ),23 min,Comedy,6.6,"Holmes, Sam Straley, Justin Linville, Taylor Ortega","A documentary film crew follows a group of young adults and their current concerns, in their small town. The crew focus is the daily lives of cousins Kelly and Shrub Mallet and their idiosyncratic surroundings."
The Alienist,(2018–2020),60 min,"Crime, Drama, Mystery",7.7,"Daniel Brühl, Dakota Fanning, Luke Evans, Robert Wisdom",Newspaper illustrator John Moore meets with criminal psychologist (alienist) Dr. Laszlo Kreizler to investigate a serial killer in New York during the late 19th century.
Oscuro deseo,(2020–2022),30 min,"Drama, Mystery, Thriller",6.5,"Maite Perroni, Erik Hayser, Jorge Poza, Regina Pavón","Married Alma spends a fateful weekend away from home that ignites passion, ends in tragedy, and leads her to question the truth about those close to her."
Super Pumped: The Battle for Uber,(2022– ),60 min,"Biography, Drama",7.3,"Joseph Gordon-Levitt, Kyle Chandler, Kerry Bishé, Babak Tafti","The roller-coaster ride of the upstart transportation company, embodying the highs and lows of Silicon Valley."
Covert Affairs,(2010–2014),60 min,"Action, Crime, Drama",7.3,"Piper Perabo, Christopher Gorham, Kari Matchett, Peter Gallagher","Fresh out of the farm, Annie Walker must adapt to the challenging life of a CIA operative under the guidance of her handler, Auggie. But soon she realizes her recruit might have to do with her last boyfriend rather than her talent."
Hogan's Heroes,(1965–1971),25 min,"Comedy, War",7.8,"Bob Crane, Werner Klemperer, John Banner, Robert Clary",The inmates of a German World War II prisoner of war camp conduct an espionage and sabotage campaign right under the noses of their warders.
The Rockford Files,(1974–1980),50 min,"Crime, Drama, Mystery",8.2,"James Garner, Noah Beery Jr., Joe Santos, Luis Delgado",The cases of an easy-going ex-convict turned private investigator.
Gokushufudo,(2021– ),16 min,"Animation, Action, Comedy",7.3,"Kenjirô Tsuda, Shizuka Itô, Kazuyuki Okitsu, Jonah Scott",A retired gangster spends his time as a househusband carrying out home chores.
Nathan for You,(2013–2017),30 min,"Documentary, Comedy",8.9,"Nathan Fielder, Anthony Filosa, Salomon Flores, William Heath","Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
The Ark,(2023– ),****,"Drama, Sci-Fi",****,"Lisa Brenner, Christina Wolfe, Christie Burke, Richard Fleeshman","Follows the remaining crew of a spacecraft known as Ark One, who must become the best versions of themselves to stay on course and survive after experiencing a catastrophic event that caused massive destruction and loss of life."
Ratched,(2020– ),60 min,"Crime, Drama, History",7.3,"Sarah Paulson, Finn Wittrock, Cynthia Nixon, Judy Davis","In 1947, Mildred Ratched begins working as a nurse at a leading psychiatric hospital. But beneath her stylish exterior lurks a growing darkness."
Marcella,(2016–2021),45 min,"Crime, Drama, Mystery",7.4,"Anna Friel, Ray Panthaki, Jack Doolan, Jamie Bamber","Marcella Backland left the Metropolitan Police for the sake of her family, only to have her husband leave her. She returns to her job on the murder squad, investigating a case that seems disturbingly familiar to her."
Alexa & Katie,(2018–2020),25 min,"Comedy, Drama",7.5,"Paris Berelc, Isabel May, Jolie Jenkins, Emery Kelly",Lifelong best friends Alexa Mendoza and Katie Cooper are anticipating the start of their freshman year of high school. They confront a crisis that leaves them feeling like outsiders at a time when fitting in is what seems to matter most.
The Inbetweeners,(2008–2010),25 min,Comedy,8.4,"Simon Bird, James Buckley, Blake Harrison, Joe Thomas",Follows four friends and their antics during their final years of school.
Velma,(2023– ),****,"Animation, Adventure, Comedy",****,"Mindy Kaling, Ming-Na Wen, Debby Ryan, Constance Wu","The origin of the sleuth and member of the Mystery Inc. gang, Velma."
Hart of Dixie,(2011–2015),60 min,"Comedy, Drama, Romance",7.7,"Rachel Bilson, Jaime King, Cress Williams, Wilson Bethel","New Yorker and new doctor Zoe Hart accepts an offer from a stranger, Dr. Harley Wilkes, to work in his medical practice in Bluebell, Alabama. She arrives to find that he has died and left half the practice to her in his will."
The Gifted,(I) (2017–2019),43 min,"Action, Drama, Fantasy",7.3,"Stephen Moyer, Amy Acker, Sean Teale, Natalie Alyn Lind","In a world where mutated humans are treated with distrust and fear, an institute for mutants battles to achieve peaceful co-existence with humanity."
Top Gear,(2002– ),60 min,"Adventure, Comedy, Reality-TV",8.7,"Jeremy Clarkson, Richard Hammond, James May, The Stig","The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Bob Hearts Abishola,(2019– ),21 min,"Short, Comedy, Romance",6.9,"Billy Gardell, Folake Olowofoyeku, Christine Ebersole, Gina Yashere",An American guy falls in love with his Nigerian nurse.
Raising Hope,(2010–2014),22 min,"Comedy, Family",8.1,"Lucas Neff, Martha Plimpton, Garret Dillahunt, Shannon Woodward","Jimmy becomes a single parent to an infant after her mother, with whom he had a one-night stand, ends up on Death Row."
Batman,(1966–1968),25 min,"Action, Adventure, Comedy",7.5,"Adam West, Burt Ward, Alan Napier, Neil Hamilton",The Caped Crusader and his young ward battle evildoers in Gotham City.
My Three Sons,(1960–1972),30 min,"Comedy, Family",7.1,"Fred MacMurray, Stanley Livingston, Don Grady, Barry Livingston","Widower Steve Douglas raises three sons with the help of his father-in-law, and is later aided by the boys' great-uncle. An adopted son, a stepdaughter, wives, and another generation of sons join the loving family in later seasons."
Private Practice,(2007–2013),60 min,"Comedy, Drama, Romance",6.8,"Kate Walsh, Paul Adelstein, KaDee Strickland, Taye Diggs","A spin-off of the medical drama ""Grey's Anatomy"" centering on the life of neonatal surgeon Addison Montgomery."
Warehouse 13,(2009–2014),43 min,"Drama, Mystery, Sci-Fi",7.6,"Eddie McClintock, Joanne Kelly, Saul Rubinek, Allison Scagliotti","Pete and Myka, U.S Secret Service agents, are deployed in South Dakota's Warehouse 13 with a new assignment from an authority above and outside the government."
Resident Evil,-2022,60 min,"Action, Horror, Sci-Fi",4.1,"Ella Balinska, Tamara Smart, Siena Agudong, Adeline Rudolph","Nearly three decades after the discovery of the T-virus, an outbreak reveals the Umbrella Corporation's dark secrets."
Boruto: Naruto Next Generations,(2017– ),23 min,"Animation, Action, Adventure",6.7,"Yûko Sanpei, Kokoro Kikuchi, Ryûichi Kijima, Amanda Céline Miller","Son of Naruto Uzumaki, Boruto, follows his father's footsteps along with his friends to become great ninja. Throughout all their adventures, Boruto is determined to make his mark in the ninja world and live outside of his father's shadow."
Most Dangerous Game,-2020,7 min,"Short, Action, Thriller",6.6,"Liam Hemsworth, Sarah Gadon, Christoph Waltz, Zach Cherry","Desperate to take care of his pregnant wife before a terminal illness can take his life, Dodge Tynes accepts an offer to participate in a deadly game where he soon discovers that he's not the hunter - but the prey."
Solar Opposites,(2020– ),22 min,"Animation, Comedy, Sci-Fi",8,"Justin Roiland, Thomas Middleditch, Sean Giambrone, Mary Mack","A family of aliens move to middle America, where they debate whether life is better there or on their home planet."
Space Force,(2020–2022),30 min,Comedy,6.7,"Steve Carell, John Malkovich, Ben Schwartz, Diana Silvers",The people tasked with creating a sixth branch of the armed services: The Space Force.
Three's Company,(1976–1984),30 min,Comedy,7.5,"John Ritter, Joyce DeWitt, Suzanne Somers, Richard Kline",The misadventures of two women and one man living in one apartment and their neighbors.
Big Shot,(2021– ),****,"Comedy, Drama, Sport",7.5,"John Stamos, Jessalyn Gilsig, Sophia Mitri Schloss, Nell Verlaque",A temperamental college basketball coach who gets fired from his job and must take a teaching and coaching job at an elite all-girls private high school.
Henry Danger,(2014–2020),30 min,"Action, Comedy, Family",5.7,"Jace Norman, Cooper Barnes, Riele Downs, Sean Ryan Fox","Looking for a part-time job, 13-year-old Henry Hart lands the post of sidekick of superhero Captain Man, but he must keep this a secret from his family and friends."
Whitstable Pearl,(2021– ),****,"Crime, Drama, Mystery",7,"Kerry Godliman, Howard Charles, Frances Barber, Isobelle Molloy",Local restaurant owner Pearl Nolan sets up a local detective agency after undergoing police training in an earlier career. She is soon embroiled in her first case when she discovers the body of her close friend Vinnie.
Laguna Beach: The Real Orange County,(2004–2006),30 min,"Drama, Reality-TV",4.8,"Jessica Smith, Lauren Conrad, Alex Hooser, Kristin Cavallari",MTV follows eight teens living in Laguna Beach nearing the end of high school and beginning the next chapter of their lives.
Foyle's War,(2002–2015),90 min,"Crime, Drama, Mystery",8.6,"Michael Kitchen, Honeysuckle Weeks, Anthony Howell, Ellie Haddington","As WWII rages, DCS Foyle fights his own war on the home-front; investigating crime on the south coast of England. Later series, see the retired detective working as an MI5 agent in the aftermath of the war."
ALF,(1986–1990),30 min,"Comedy, Family, Sci-Fi",7.4,"Mihaly 'Michu' Meszaros, Paul Fusco, Max Wright, Anne Schedeen",A furry alien wiseguy comes to live with the Tanner family after crashing into their garage.
Power Book II: Ghost,(2020– ),60 min,"Crime, Drama",7.3,"Michael Rainey Jr., Shane Johnson, Gianni Paolo, Lovell Adams-Gray",The journey of some of Power's most controversial characters.
Mighty Morphin Power Rangers,(1993–1996),30 min,"Action, Adventure, Family",6.5,"Richard Steven Horvitz, David Yost, Ed Neil, Paul Schrier","A team of teenagers with attitude are recruited to save Angel Grove from the evil witch, Rita Repulsa, and later, Lord Zedd, Emperor of all he sees, and their horde of monsters."
True Lies,(2023– ),****,"Action, Adventure, Comedy",****,"Ginger Gonzaga, Steve Howey, Annabella Didion, Deneen Tyler",An unfulfilled suburban housewife is shocked to discover that her bland and unremarkable computer consultant husband is a skilled international spy.
Happy Endings,(2011–2020),22 min,"Comedy, Romance",7.8,"Eliza Coupe, Elisha Cuthbert, Zachary Knighton, Adam Pally","This Chicago-set sitcom follows the intertwined lives of six young urbanites trying to learn the ropes of adulthood. Through breakups and whatever other curve-balls life throws them, the pals stick together."
The Wilds,(2020–2022),60 min,"Adventure, Drama, Mystery",7.3,"Rachel Griffiths, Sophia Ali, Shannon Berry, Jenna Clause",A group of teens must survive after a plane crash leaves them stranded on a deserted island. The girls tell their stories to investigators who slowly piece together what happened to them.
"Walker, Texas Ranger",(1993–2001),43 min,"Action, Adventure, Crime",5.5,"Chuck Norris, Clarence Gilyard Jr., Sheree J. Wilson, Noble Willingham",Walker and his partner Trivette are Texas Rangers. They make it their business to battle crime in Dallas and all around the Great State of Texas.
Gilligan's Island,(1964–1967),30 min,"Comedy, Family",7.4,"Bob Denver, Alan Hale Jr., Jim Backus, Natalie Schafer",Seven men and women are stranded on an uncharted island following a torrential storm.
Shakespeare & Hathaway - Private Investigators,(2018– ),45 min,"Comedy, Crime, Drama",7.6,"Mark Benton, Jo Joyner, Patrick Walshe McBride, Tomos Eames",An oddball couple of private detectives named Luella Shakespeare and Frank Hathaway investigate crime in Stratford-upon-Avon.
3rd Rock from the Sun,(1996–2001),60 min,"Comedy, Family, Sci-Fi",7.8,"John Lithgow, Jane Curtin, Kristen Johnston, French Stewart","A group of aliens are sent to Earth, disguised as a human family, to experience and report life on the third planet from the sun."
Clarkson's Farm,(2021– ),45 min,"Documentary, Comedy, Reality-TV",9,"Jeremy Clarkson, Kaleb Cooper, Charlie Ireland, Gerald Cooper",Follow Jeremy Clarkson as he attempts to run a farm in the countryside.
The Split,(2018–2022),60 min,Drama,7.8,"Nicola Walker, Stephen Mangan, Annabel Scholey, Fiona Button","The Defoes, a family of female divorce lawyers, are forced to face their past following the return of their estranged father after a 30-year absence."
Dragon Age: Absolution,(2022– ),30 min,"Animation, Action, Adventure",6.4,"Ashly Burch, Matthew Mercer, Phil LaMarr, Josh Keaton","Set in the Tevinter Empire, the oldest of several human nations in Thedas explore the experiences of its different inhabitants."
Rules of Engagement,(2007–2013),22 min,"Comedy, Romance",7.3,"Patrick Warburton, Megyn Price, Oliver Hudson, Bianca Kajlich","Two couples and their single friend, all at different stages in their relationships, deal with the complications of dating, commitment, and marriage."
Van Helsing,(2016–2021),43 min,"Action, Drama, Fantasy",6.2,"Kelly Overton, Jonathan Scarfe, Aleks Paunovic, Rukiya Bernard","Vanessa Helsing, distant relative of famous vampire hunter Abraham Van Helsing, is resurrected only to find that vampires have taken over the world."
Den som dræber - Fanget af mørket,(2019– ),45 min,"Crime, Thriller",7.5,"Natalie Madueño, Tobias Santelmann, Kenneth M. Christensen, Signe Egholm Olsen",Investigator Jan and profiler Louise constantly move around in the thrilling periphery of a murderer's view as they link a series of killings.
